,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Day,Month,Year,Temperature Category,Fuel Category
1763,13,2010-12-31,1675292.0,1,26.79,,127.0876774,7.795,Friday,Dec,2010,From 20 to 40,2.4 to 3.4
1764,13,2011-01-07,1744544.39,0,16.94,2.891,127.1917742,7.47,Friday,Jan,2011,< 20,2.4 to 3.4
1765,13,2011-01-14,1682316.31,0,20.6,2.903,127.3009355,7.47,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1766,13,2011-01-21,1770177.37,0,34.8,2.934,127.4404839,7.47,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1767,13,2011-01-28,1633663.12,0,31.64,2.96,127.5800323,7.47,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1768,13,2011-02-04,1848186.58,0,23.35,2.974,127.7195806,7.47,Friday,Feb,2011,From 20 to 40,2.4 to 3.4
1769,13,2011-02-11,1944438.9,1,30.83,,127.859129,7.47,Friday,Feb,2011,From 20 to 40,2.4 to 3.4
1770,13,2011-02-18,2003480.59,0,40.85,3.062,127.99525,7.47,Friday,Feb,2011,From 40 to 60,2.4 to 3.4
1771,13,2011-02-25,1831933.95,0,33.17,,128.13,7.47,Friday,Feb,2011,From 20 to 40,2.4 to 3.4
1772,13,2011-03-04,1894960.68,0,34.23,3.23,128.26475,7.47,Friday,Mar,2011,From 20 to 40,2.4 to 3.4
1773,13,2011-03-11,1852432.58,0,41.28,,128.3995,7.47,Friday,Mar,2011,From 40 to 60,2.4 to 3.4
1774,13,2011-03-18,1852443.78,0,44.69,,128.5121935,7.47,Friday,Mar,2011,From 40 to 60,3.4 to 4.5
1775,13,2011-03-25,1807545.43,0,42.38,3.435,128.6160645,7.47,Friday,Mar,2011,From 40 to 60,3.4 to 4.5
1776,13,2011-04-01,1864238.64,0,42.49,3.487,128.7199355,7.193,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1777,13,2011-04-08,1887465.04,0,42.75,,128.8238065,7.193,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1778,13,2011-04-15,1950994.04,0,41.72,3.616,128.9107333,7.193,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1779,13,2011-04-22,2124316.34,0,47.55,3.655,128.9553,7.193,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1780,13,2011-04-29,1895583.12,0,43.85,,128.9998667,7.193,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1781,13,2011-05-06,1986380.4,0,47.75,3.744,129.0444333,7.193,Friday,May,2011,From 40 to 60,3.4 to 4.5
1782,13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193,Friday,May,2011,From 40 to 60,3.4 to 4.5
1783,13,2011-05-20,1860923.55,0,52.12,3.802,129.0756774,7.193,Friday,May,2011,From 40 to 60,3.4 to 4.5
1784,13,2011-05-27,1866369.93,0,54.62,3.778,129.0623548,7.193,Friday,May,2011,From 40 to 60,3.4 to 4.5
1785,13,2011-06-03,1935593.87,0,52.76,3.752,129.0490323,7.193,Friday,Jun,2011,From 40 to 60,3.4 to 4.5
1786,13,2011-06-10,1997816.98,0,61.39,3.732,129.0357097,7.193,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1787,13,2011-06-17,2086433.49,0,63.35,3.704,129.0432,7.193,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1788,13,2011-06-24,2009163.08,0,66.38,3.668,129.0663,7.193,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1789,13,2011-07-01,2048035.74,0,74.29,,129.0894,6.877,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1790,13,2011-07-08,2021699.38,0,77.3,,129.1125,6.877,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1791,13,2011-07-15,1956813.31,0,75.59,3.553,129.1338387,6.877,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1792,13,2011-07-22,1987089.36,0,78.5,,129.1507742,6.877,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1793,13,2011-07-29,1880785.69,0,77.62,3.574,129.1677097,6.877,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1794,13,2011-08-05,2076231.8,0,75.56,,129.1846452,6.877,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1795,13,2011-08-12,1970341.38,0,75.95,3.606,129.2015806,6.877,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1796,13,2011-08-19,2090340.98,0,76.68,3.578,129.2405806,6.877,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1797,13,2011-08-26,2035244.54,0,81.53,,129.2832581,6.877,Friday,Aug,2011,> 80,3.4 to 4.5
1798,13,2011-09-02,1953628.82,0,77.0,3.58,129.3259355,6.877,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1799,13,2011-09-09,1872921.31,1,70.19,,129.3686129,6.877,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1800,13,2011-09-16,1923223.82,0,67.54,3.641,129.4306,6.877,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1801,13,2011-09-23,1847430.96,0,63.6,,129.5183333,6.877,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1802,13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1803,13,2011-10-07,2067232.56,0,60.62,3.592,129.6938,6.392,Friday,Oct,2011,From 60 to 80,3.4 to 4.5
1804,13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392,Friday,Oct,2011,From 40 to 60,3.4 to 4.5
1805,13,2011-10-21,1973544.27,0,54.66,3.579,129.7821613,6.392,Friday,Oct,2011,From 40 to 60,3.4 to 4.5
1806,13,2011-10-28,1948733.81,0,47.41,,129.7936774,6.392,Friday,Oct,2011,From 40 to 60,3.4 to 4.5
1807,13,2011-11-04,2036317.54,0,43.51,,129.8051935,6.392,Friday,Nov,2011,From 40 to 60,3.4 to 4.5
1808,13,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,Friday,Nov,2011,From 20 to 40,3.4 to 4.5
1809,13,2011-11-18,2016323.51,0,40.65,,129.8268333,6.392,Friday,Nov,2011,From 40 to 60,3.4 to 4.5
1811,13,2011-12-02,2051315.66,0,33.94,3.389,129.8459667,6.392,Friday,Dec,2011,From 20 to 40,2.4 to 3.4
1812,13,2011-12-09,2462779.06,0,24.82,3.341,129.8555333,6.392,Friday,Dec,2011,From 20 to 40,2.4 to 3.4
1815,13,2011-12-30,1969056.91,1,31.53,,130.0710323,6.392,Friday,Dec,2011,From 20 to 40,2.4 to 3.4
1816,13,2012-01-06,1865752.78,0,33.8,,130.1575161,6.104,Friday,Jan,2012,From 20 to 40,2.4 to 3.4
1817,13,2012-01-13,1794962.64,0,25.61,3.056,130.244,6.104,Friday,Jan,2012,From 20 to 40,2.4 to 3.4
1818,13,2012-01-20,1811606.21,0,32.71,,130.2792258,6.104,Friday,Jan,2012,From 20 to 40,2.4 to 3.4
1819,13,2012-01-27,1733983.09,0,34.32,,130.3144516,6.104,Friday,Jan,2012,From 20 to 40,2.4 to 3.4
1820,13,2012-02-03,1927780.74,0,31.39,,130.3496774,6.104,Friday,Feb,2012,From 20 to 40,2.4 to 3.4
1821,13,2012-02-10,2069284.57,1,33.73,3.116,130.3849032,6.104,Friday,Feb,2012,From 20 to 40,2.4 to 3.4
1822,13,2012-02-17,2214477.06,0,36.57,,130.4546207,6.104,Friday,Feb,2012,From 20 to 40,2.4 to 3.4
1823,13,2012-02-24,1929768.03,0,35.38,,130.5502069,6.104,Friday,Feb,2012,From 20 to 40,2.4 to 3.4
1824,13,2012-03-02,1969742.76,0,32.36,3.242,130.6457931,6.104,Friday,Mar,2012,From 20 to 40,2.4 to 3.4
1825,13,2012-03-09,1986445.65,0,38.24,3.38,130.7413793,6.104,Friday,Mar,2012,From 20 to 40,2.4 to 3.4
1826,13,2012-03-16,2025582.62,0,52.5,3.529,130.8261935,6.104,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1827,13,2012-03-23,1904421.74,0,47.83,3.671,130.8966452,6.104,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1828,13,2012-03-30,1948982.7,0,53.2,,130.9670968,6.104,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1829,13,2012-04-06,2271614.76,0,48.85,,131.0375484,5.965,Friday,Apr,2012,From 40 to 60,3.4 to 4.5
1830,13,2012-04-13,2057637.86,0,51.7,3.833,131.108,5.965,Friday,Apr,2012,From 40 to 60,3.4 to 4.5
1831,13,2012-04-20,1955689.12,0,50.24,,131.1173333,5.965,Friday,Apr,2012,From 40 to 60,3.4 to 4.5
1832,13,2012-04-27,1970121.65,0,64.8,,131.1266667,5.965,Friday,Apr,2012,From 60 to 80,3.4 to 4.5
1833,13,2012-05-04,1995994.51,0,54.41,3.831,131.136,5.965,Friday,May,2012,From 40 to 60,3.4 to 4.5
1834,13,2012-05-11,2080764.17,0,56.47,3.809,131.1453333,5.965,Friday,May,2012,From 40 to 60,3.4 to 4.5
1835,13,2012-05-18,2131900.55,0,65.17,3.808,131.0983226,5.965,Friday,May,2012,From 60 to 80,3.4 to 4.5
1836,13,2012-05-25,2043349.41,0,62.39,3.801,131.0287742,5.965,Friday,May,2012,From 60 to 80,3.4 to 4.5
1837,13,2012-06-01,2035431.39,0,61.11,3.788,130.9592258,5.965,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
1838,13,2012-06-08,2182437.9,0,68.4,3.776,130.8896774,5.965,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
1839,13,2012-06-15,2152229.11,0,65.97,3.756,130.8295333,5.965,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
1840,13,2012-06-22,2094373.0,0,72.89,3.737,130.7929,5.965,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
1841,13,2012-06-29,2037663.71,0,82.0,3.681,130.7562667,5.965,Friday,Jun,2012,> 80,3.4 to 4.5
1842,13,2012-07-06,2184980.35,0,79.23,,130.7196333,5.765,Friday,Jul,2012,From 60 to 80,3.4 to 4.5
1843,13,2012-07-13,2002750.99,0,83.68,,130.683,5.765,Friday,Jul,2012,> 80,3.4 to 4.5
1844,13,2012-07-20,2053089.32,0,75.69,,130.7012903,5.765,Friday,Jul,2012,From 60 to 80,3.4 to 4.5
1845,13,2012-07-27,1914430.53,0,80.42,3.537,130.7195806,5.765,Friday,Jul,2012,> 80,3.4 to 4.5
1846,13,2012-08-03,2044148.23,0,81.99,3.512,130.737871,5.765,Friday,Aug,2012,> 80,3.4 to 4.5
1847,13,2012-08-10,2041019.92,0,81.69,,130.7561613,5.765,Friday,Aug,2012,> 80,3.4 to 4.5
1848,13,2012-08-17,2095769.18,0,79.4,,130.7909677,5.765,Friday,Aug,2012,From 60 to 80,3.4 to 4.5
1849,13,2012-08-24,2059458.25,0,77.37,3.582,130.8381613,5.765,Friday,Aug,2012,From 60 to 80,3.4 to 4.5
1850,13,2012-08-31,2073855.42,0,79.18,3.624,130.8853548,5.765,Friday,Aug,2012,From 60 to 80,3.4 to 4.5
1851,13,2012-09-07,2165796.31,1,70.65,3.689,130.9325484,5.765,Friday,Sep,2012,From 60 to 80,3.4 to 4.5
1852,13,2012-09-14,1919917.03,0,68.55,,130.9776667,5.765,Friday,Sep,2012,From 60 to 80,3.4 to 4.5
1853,13,2012-09-21,1938379.66,0,67.96,3.821,131.0103333,5.765,Friday,Sep,2012,From 60 to 80,3.4 to 4.5
1854,13,2012-09-28,1927664.11,0,64.8,,131.043,5.765,Friday,Sep,2012,From 60 to 80,3.4 to 4.5
1855,13,2012-10-05,2041918.74,0,61.79,3.815,131.0756667,5.621,Friday,Oct,2012,From 60 to 80,3.4 to 4.5
1856,13,2012-10-12,1999079.44,0,55.1,3.797,131.1083333,5.621,Friday,Oct,2012,From 40 to 60,3.4 to 4.5
1857,13,2012-10-19,2018010.15,0,52.06,,131.1499677,5.621,Friday,Oct,2012,From 40 to 60,3.4 to 4.5
1858,13,2012-10-26,2035189.66,0,46.97,3.755,131.1930968,5.621,Friday,Oct,2012,From 40 to 60,3.4 to 4.5
1859,14,2010-02-05,2623469.95,0,27.31,2.784,181.8711898,8.992,Friday,Feb,2010,From 20 to 40,2.4 to 3.4
1860,14,2010-02-12,1704218.84,1,27.73,,181.982317,8.992,Friday,Feb,2010,From 20 to 40,2.4 to 3.4
1861,14,2010-02-19,2204556.7,0,31.27,,182.0347816,8.992,Friday,Feb,2010,From 20 to 40,2.4 to 3.4
1862,14,2010-02-26,2095591.63,0,34.89,2.754,182.0774691,8.992,Friday,Feb,2010,From 20 to 40,2.4 to 3.4
1863,14,2010-03-05,2237544.75,0,37.13,2.777,182.1201566,8.992,Friday,Mar,2010,From 20 to 40,2.4 to 3.4
1864,14,2010-03-12,2156035.06,0,45.8,2.818,182.1628441,8.992,Friday,Mar,2010,From 40 to 60,2.4 to 3.4
1865,14,2010-03-19,2066219.3,0,48.79,2.844,182.0779857,8.992,Friday,Mar,2010,From 40 to 60,2.4 to 3.4
1866,14,2010-03-26,2050396.27,0,54.36,,181.9718697,8.992,Friday,Mar,2010,From 40 to 60,2.4 to 3.4
1867,14,2010-04-02,2495630.51,0,47.74,,181.8657537,8.899,Friday,Apr,2010,From 40 to 60,2.4 to 3.4
1868,14,2010-04-09,2258781.28,0,65.45,,181.7596377,8.899,Friday,Apr,2010,From 60 to 80,2.4 to 3.4
1869,14,2010-04-16,2121788.61,0,54.28,2.899,181.6924769,8.899,Friday,Apr,2010,From 40 to 60,2.4 to 3.4
1870,14,2010-04-23,2138144.91,0,53.47,2.902,181.6772564,8.899,Friday,Apr,2010,From 40 to 60,2.4 to 3.4
1871,14,2010-04-30,2082355.12,0,53.15,2.921,181.6620359,8.899,Friday,Apr,2010,From 40 to 60,2.4 to 3.4
1872,14,2010-05-07,2370116.52,0,70.75,2.966,181.6468154,8.899,Friday,May,2010,From 60 to 80,2.4 to 3.4
1873,14,2010-05-14,2129771.13,0,54.26,2.982,181.6612792,8.899,Friday,May,2010,From 40 to 60,2.4 to 3.4
1874,14,2010-05-21,2108187.1,0,62.62,2.958,181.8538486,8.899,Friday,May,2010,From 60 to 80,2.4 to 3.4
1875,14,2010-05-28,2227152.16,0,69.27,,182.0464181,8.899,Friday,May,2010,From 60 to 80,2.4 to 3.4
1876,14,2010-06-04,2363601.47,0,75.93,2.847,182.2389876,8.899,Friday,Jun,2010,From 60 to 80,2.4 to 3.4
1877,14,2010-06-11,2249570.04,0,69.71,2.809,182.4315571,8.899,Friday,Jun,2010,From 60 to 80,2.4 to 3.4
1878,14,2010-06-18,2248645.59,0,72.62,,182.4424199,8.899,Friday,Jun,2010,From 60 to 80,2.4 to 3.4
1879,14,2010-06-25,2246179.91,0,79.32,,182.3806,8.899,Friday,Jun,2010,From 60 to 80,2.4 to 3.4
1880,14,2010-07-02,2334788.42,0,76.61,2.815,182.3187801,8.743,Friday,Jul,2010,From 60 to 80,2.4 to 3.4
1881,14,2010-07-09,2236209.13,0,82.45,,182.2569603,8.743,Friday,Jul,2010,> 80,2.4 to 3.4
1882,14,2010-07-16,2130287.27,0,77.84,2.783,182.2604411,8.743,Friday,Jul,2010,From 60 to 80,2.4 to 3.4
1883,14,2010-07-23,2044155.39,0,81.46,,182.3509895,8.743,Friday,Jul,2010,> 80,2.4 to 3.4
1884,14,2010-07-30,2054843.28,0,79.78,,182.4415378,8.743,Friday,Jul,2010,From 60 to 80,2.4 to 3.4
1885,14,2010-08-06,2219813.5,0,77.17,,182.5320862,8.743,Friday,Aug,2010,From 60 to 80,2.4 to 3.4
1886,14,2010-08-13,2052984.81,0,78.44,,182.6226346,8.743,Friday,Aug,2010,From 60 to 80,2.4 to 3.4
1887,14,2010-08-20,2057138.31,0,76.01,2.779,182.6165205,8.743,Friday,Aug,2010,From 60 to 80,2.4 to 3.4
1888,14,2010-08-27,2020332.07,0,71.36,2.755,182.6104063,8.743,Friday,Aug,2010,From 60 to 80,2.4 to 3.4
1889,14,2010-09-03,2182563.66,0,78.37,,182.6042922,8.743,Friday,Sep,2010,From 60 to 80,2.4 to 3.4
1890,14,2010-09-10,2191767.76,1,70.87,,182.598178,8.743,Friday,Sep,2010,From 60 to 80,2.4 to 3.4
1891,14,2010-09-17,1953539.85,0,66.55,2.706,182.622509,8.743,Friday,Sep,2010,From 60 to 80,2.4 to 3.4
1892,14,2010-09-24,1879891.13,0,68.59,2.713,182.6696737,8.743,Friday,Sep,2010,From 60 to 80,2.4 to 3.4
1893,14,2010-10-01,1855703.66,0,70.58,2.707,182.7168385,8.724,Friday,Oct,2010,From 60 to 80,2.4 to 3.4
1894,14,2010-10-08,2091663.2,0,56.49,2.764,182.7640032,8.724,Friday,Oct,2010,From 40 to 60,2.4 to 3.4
1895,14,2010-10-15,1932162.63,0,58.61,,182.8106203,8.724,Friday,Oct,2010,From 40 to 60,2.4 to 3.4
1896,14,2010-10-22,1936621.09,0,53.15,2.917,182.8558685,8.724,Friday,Oct,2010,From 40 to 60,2.4 to 3.4
1897,14,2010-10-29,1984768.34,0,61.3,,182.9011166,8.724,Friday,Oct,2010,From 60 to 80,2.4 to 3.4
1898,14,2010-11-05,2078417.47,0,45.65,,182.9463648,8.724,Friday,Nov,2010,From 40 to 60,2.4 to 3.4
1899,14,2010-11-12,2092189.06,0,46.14,2.931,182.9916129,8.724,Friday,Nov,2010,From 40 to 60,2.4 to 3.4
1900,14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724,Friday,Nov,2010,From 40 to 60,2.4 to 3.4
1902,14,2010-12-03,2258489.63,0,40.93,3.046,182.6676154,8.724,Friday,Dec,2010,From 40 to 60,2.4 to 3.4
1903,14,2010-12-10,2600519.26,0,30.54,,182.5519538,8.724,Friday,Dec,2010,From 20 to 40,2.4 to 3.4
1906,14,2010-12-31,1623716.46,1,29.67,3.179,182.5714479,8.724,Friday,Dec,2010,From 20 to 40,2.4 to 3.4
1907,14,2011-01-07,1864746.1,0,34.32,3.193,182.5983058,8.549,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1908,14,2011-01-14,1699095.9,0,24.78,3.205,182.6585782,8.549,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1909,14,2011-01-21,1743188.87,0,30.55,3.229,182.9193368,8.549,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1910,14,2011-01-28,1613718.38,0,24.05,3.237,183.1800955,8.549,Friday,Jan,2011,From 20 to 40,2.4 to 3.4
1911,14,2011-02-04,1995891.87,0,28.73,,183.4408542,8.549,Friday,Feb,2011,From 20 to 40,2.4 to 3.4
1912,14,2011-02-11,1980405.03,1,30.3,3.239,183.7016129,8.549,Friday,Feb,2011,From 20 to 40,2.4 to 3.4
1913,14,2011-02-18,2019031.67,0,40.7,3.245,183.9371353,8.549,Friday,Feb,2011,From 40 to 60,2.4 to 3.4
1914,14,2011-02-25,1875708.88,0,35.78,,184.1625632,8.549,Friday,Feb,2011,From 20 to 40,2.4 to 3.4
1915,14,2011-03-04,2041215.61,0,38.65,,184.3879911,8.549,Friday,Mar,2011,From 20 to 40,3.4 to 4.5
1916,14,2011-03-11,1931104.67,0,45.01,,184.613419,8.549,Friday,Mar,2011,From 40 to 60,3.4 to 4.5
1917,14,2011-03-18,1932491.42,0,46.66,3.631,184.809719,8.549,Friday,Mar,2011,From 40 to 60,3.4 to 4.5
1918,14,2011-03-25,1879451.23,0,41.76,3.625,184.9943679,8.549,Friday,Mar,2011,From 40 to 60,3.4 to 4.5
1919,14,2011-04-01,1869110.55,0,37.27,,185.1790167,8.521,Friday,Apr,2011,From 20 to 40,3.4 to 4.5
1920,14,2011-04-08,2037798.88,0,48.71,3.72,185.3636656,8.521,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1921,14,2011-04-15,1974960.86,0,53.69,,185.5339821,8.521,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1922,14,2011-04-22,2256461.39,0,53.04,,185.6684673,8.521,Friday,Apr,2011,From 40 to 60,3.4 to 4.5
1923,14,2011-04-29,1930617.64,0,66.18,3.962,185.8029526,8.521,Friday,Apr,2011,From 60 to 80,3.4 to 4.5
1924,14,2011-05-06,2095599.93,0,58.21,4.046,185.9374378,8.521,Friday,May,2011,From 40 to 60,3.4 to 4.5
1925,14,2011-05-13,2004330.3,0,60.38,4.066,186.0719231,8.521,Friday,May,2011,From 60 to 80,3.4 to 4.5
1926,14,2011-05-20,1959967.8,0,62.28,4.062,185.9661154,8.521,Friday,May,2011,From 60 to 80,3.4 to 4.5
1927,14,2011-05-27,2080694.24,0,69.7,3.985,185.8603077,8.521,Friday,May,2011,From 60 to 80,3.4 to 4.5
1928,14,2011-06-03,2079899.47,0,76.38,3.922,185.7545,8.521,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1929,14,2011-06-10,2132446.0,0,73.88,,185.6486923,8.521,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1930,14,2011-06-17,2082083.34,0,69.32,,185.6719333,8.521,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1931,14,2011-06-24,2069523.52,0,74.85,,185.7919609,8.521,Friday,Jun,2011,From 60 to 80,3.4 to 4.5
1932,14,2011-07-01,2074668.19,0,74.04,3.748,185.9119885,8.625,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1933,14,2011-07-08,2063401.06,0,77.49,3.711,186.032016,8.625,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1934,14,2011-07-15,1953544.76,0,78.47,,186.1399808,8.625,Friday,Jul,2011,From 60 to 80,3.4 to 4.5
1935,14,2011-07-22,1882070.88,0,82.33,,186.2177885,8.625,Friday,Jul,2011,> 80,3.4 to 4.5
1936,14,2011-07-29,1871021.01,0,81.31,3.829,186.2955962,8.625,Friday,Jul,2011,> 80,3.4 to 4.5
1937,14,2011-08-05,2066020.69,0,78.22,,186.3734038,8.625,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1938,14,2011-08-12,1928773.82,0,77.0,3.812,186.4512115,8.625,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1939,14,2011-08-19,1896873.99,0,72.98,,186.5093071,8.625,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1940,14,2011-08-26,2273470.62,0,72.55,,186.5641172,8.625,Friday,Aug,2011,From 60 to 80,3.4 to 4.5
1941,14,2011-09-02,1750891.47,0,70.63,3.703,186.6189274,8.625,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1942,14,2011-09-09,2202742.9,1,71.48,3.738,186.6737376,8.625,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1943,14,2011-09-16,1864637.89,0,69.17,3.742,186.8024,8.625,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1944,14,2011-09-23,1871555.64,0,63.75,,187.0295321,8.625,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1945,14,2011-09-30,1809989.29,0,70.66,3.645,187.2566641,8.625,Friday,Sep,2011,From 60 to 80,3.4 to 4.5
1946,14,2011-10-07,2078796.76,0,55.82,3.583,187.4837962,8.523,Friday,Oct,2011,From 40 to 60,3.4 to 4.5
1947,14,2011-10-14,1890870.75,0,63.82,,187.6917481,8.523,Friday,Oct,2011,From 60 to 80,3.4 to 4.5
1948,14,2011-10-21,2009004.59,0,59.6,,187.7846197,8.523,Friday,Oct,2011,From 40 to 60,3.4 to 4.5
1949,14,2011-10-28,2056846.12,0,51.78,3.569,187.8774913,8.523,Friday,Oct,2011,From 40 to 60,3.4 to 4.5
1950,14,2011-11-04,2174056.71,0,43.92,,187.9703629,8.523,Friday,Nov,2011,From 40 to 60,3.4 to 4.5
1951,14,2011-11-11,2081534.65,0,47.65,3.53,188.0632345,8.523,Friday,Nov,2011,From 40 to 60,3.4 to 4.5
1952,14,2011-11-18,1969360.72,0,51.34,,188.1983654,8.523,Friday,Nov,2011,From 40 to 60,3.4 to 4.5
1953,14,2011-11-25,2685351.81,1,48.71,3.492,188.3504,8.523,Friday,Nov,2011,From 40 to 60,3.4 to 4.5
1954,14,2011-12-02,2143080.57,0,50.19,,188.5024346,8.523,Friday,Dec,2011,From 40 to 60,3.4 to 4.5
1955,14,2011-12-09,2470581.29,0,46.57,3.415,188.6544692,8.523,Friday,Dec,2011,From 40 to 60,3.4 to 4.5
1956,14,2011-12-16,2594363.09,0,39.93,3.413,188.7979349,8.523,Friday,Dec,2011,From 20 to 40,3.4 to 4.5
1958,14,2011-12-30,1914148.89,1,37.79,,189.0620155,8.523,Friday,Dec,2011,From 20 to 40,2.4 to 3.4
1959,14,2012-01-06,1859144.96,0,35.88,3.422,189.1940558,8.424,Friday,Jan,2012,From 20 to 40,3.4 to 4.5
1960,14,2012-01-13,1696248.27,0,41.18,,189.3260962,8.424,Friday,Jan,2012,From 40 to 60,3.4 to 4.5
1961,14,2012-01-20,1789113.32,0,31.85,,189.4214733,8.424,Friday,Jan,2012,From 20 to 40,3.4 to 4.5
1962,14,2012-01-27,1595362.27,0,37.93,,189.5168505,8.424,Friday,Jan,2012,From 20 to 40,3.4 to 4.5
1963,14,2012-02-03,1877410.36,0,42.96,,189.6122277,8.424,Friday,Feb,2012,From 40 to 60,3.4 to 4.5
1964,14,2012-02-10,2077256.24,1,37.0,,189.7076048,8.424,Friday,Feb,2012,From 20 to 40,3.4 to 4.5
1965,14,2012-02-17,2020550.99,0,36.85,3.695,189.8424834,8.424,Friday,Feb,2012,From 20 to 40,3.4 to 4.5
1966,14,2012-02-24,1875040.16,0,42.86,3.739,190.0069881,8.424,Friday,Feb,2012,From 40 to 60,3.4 to 4.5
1967,14,2012-03-02,1926004.99,0,41.55,3.816,190.1714927,8.424,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1968,14,2012-03-09,2020839.31,0,45.52,3.848,190.3359973,8.424,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1969,14,2012-03-16,1941040.5,0,50.56,3.862,190.4618964,8.424,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1970,14,2012-03-23,1893447.71,0,59.45,3.9,190.5363213,8.424,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1971,14,2012-03-30,1905033.01,0,50.04,3.953,190.6107463,8.424,Friday,Mar,2012,From 40 to 60,3.4 to 4.5
1972,14,2012-04-06,2376022.26,0,49.73,3.996,190.6851712,8.567,Friday,Apr,2012,From 40 to 60,3.4 to 4.5
1973,14,2012-04-13,1912909.69,0,51.83,4.044,190.7595962,8.567,Friday,Apr,2012,From 40 to 60,3.4 to 4.5
1974,14,2012-04-20,1875686.44,0,63.13,4.027,190.8138013,8.567,Friday,Apr,2012,From 60 to 80,3.4 to 4.5
1975,14,2012-04-27,1784029.95,0,53.2,4.004,190.8680064,8.567,Friday,Apr,2012,From 40 to 60,3.4 to 4.5
1976,14,2012-05-04,1949354.29,0,55.21,3.951,190.9222115,8.567,Friday,May,2012,From 40 to 60,3.4 to 4.5
1977,14,2012-05-11,1987531.05,0,61.24,3.889,190.9764167,8.567,Friday,May,2012,From 60 to 80,3.4 to 4.5
1978,14,2012-05-18,1932233.17,0,66.3,,190.9964479,8.567,Friday,May,2012,From 60 to 80,3.4 to 4.5
1979,14,2012-05-25,2030869.61,0,67.21,,191.0028096,8.567,Friday,May,2012,From 60 to 80,3.4 to 4.5
1980,14,2012-06-01,2049485.49,0,74.48,,191.0091712,8.567,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
1981,14,2012-06-08,2099615.88,0,64.3,,191.0155329,8.567,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
1982,14,2012-06-15,1905733.68,0,71.93,,191.0299731,8.567,Friday,Jun,2012,From 60 to 80,3.4 to 4.5
